556934,171093,1
459911,32454,1
309040,19098,1
690892,10224,1
766732,24979,0
746403,94386,1
436539,180679,1
801377,101282,0
157215,184089,1
453135,152990,1
700978,81527,1
93892,2037,1
45307,110454,1
412412,87243,1
257784,130507,0
649678,105926,0
192179,174274,0
98246,90001,1
143915,171093,1
26234,24270,1
714637,93668,0
546784,113841,0
181525,177798,1
35413,27959,1
47874,84758,1
167388,106433,1
780450,84758,1
594615,171093,1
448297,140641,0
241672,104261,0
340264,84758,1
715758,52213,0
490524,188039,0
456047,184388,1
113276,34878,1
35262,171093,1
205320,124703,1
55039,38250,1
782743,126363,0
342069,57954,0
21877,82238,0
775626,140095,1
221727,99393,1
299611,35407,1
719042,66312,1
771477,141001,1
292413,62771,1
88723,81527,1
578088,92768,1
525622,165526,0
595667,2998,0
709812,109154,0
116547,115185,1
571559,53421,1
562513,81879,0
503688,44405,0
181253,171093,1
643632,85016,0
276549,57802,1
285998,6347,0
46998,46001,0
573897,27959,1
311551,44462,0
193830,131956,1
17741,165656,0
782221,35662,1
685710,184089,1
811644,38250,0
751854,150695,1
735296,27610,1
514003,73843,1
36340,48434,1
292729,28012,0
44729,106315,1
423460,76815,0
515324,126363,0
425442,134193,0
348209,171093,1
658211,172971,0
536684,80752,1
574571,185210,1
137435,127758,1
715404,184458,0
150738,136771,1
360676,88127,0
167915,95800,1
70228,119472,1
114574,43957,1
264422,20256,0
80329,63798,0
654544,48157,1
127316,69134,1
641468,114058,1
155350,140617,1
547993,70755,0
358960,153090,1
491255,166270,0
238538,153872,0
320616,22229,0
152752,31143,1
551621,95767,1
771702,95017,1
15038,142837,1
727101,81527,1
186257,10317,1
260966,72839,1
459724,159794,0
697153,71185,1
36375,53924,0
51449,117219,1
437421,27959,1
205049,84758,1
182281,98059,0
629305,136576,1
251956,24270,1
425902,137688,0
165357,57331,1
813141,25789,1
232098,82202,1
517073,165568,1
308913,75169,0
172165,103231,1
334792,1191,1
769826,160745,0
557156,8019,0
724426,78124,1
718883,49173,1
689187,24057,0
165111,121398,1
399347,33183,0
165987,70761,1
812724,37413,1
324885,133506,1
562410,137688,1
784175,61703,1
393884,142890,1
652038,20322,1
792348,57331,1
244392,177298,0
668459,92955,1
642543,28638,1
616809,69398,1
388218,152990,1
273394,85583,0
320386,180768,0
158173,3861,1
635880,1289,1
135619,81527,1
525937,19802,0
68614,140617,1
785235,81527,1
281922,149818,0
251101,46591,1
331762,84758,1
499997,123172,1
513172,181097,0
50886,131576,0
632915,8195,1
292652,99065,1
566485,165568,1
521819,27959,1
115290,144241,0
51939,149770,0
686142,177875,1
578188,180664,1
369081,175998,1
634030,158272,1
107726,22674,1
323276,62405,0
120868,93197,0
88388,88838,1
76591,106629,1
610746,44814,1
253684,171734,1
558811,84758,1
8788,86998,1
718051,156849,1
334262,73649,1
100994,79428,1
17901,154287,1
229993,30537,1
651463,6817,1
467609,116483,1
142692,150356,1
592943,149672,0
647339,118347,1
596398,40179,1
557186,131728,0
499458,122008,0
391513,92587,0
805749,36794,1
309442,104441,1
803180,136203,1
733008,56165,0
258766,95629,1
670674,148985,1
289197,133475,0
141048,156112,0
505366,187517,1
274586,1854,1
744642,170292,0
487981,81243,0
495573,145329,1
290795,100361,1
414970,95174,0
46319,126363,1
281030,142250,1
568335,122733,0
498874,3739,1
205505,98083,1
420702,85708,1
691262,10553,1
244424,183860,0
47373,89406,1
7778,129768,1
688110,37855,1
428429,43640,0
660695,166644,0
33183,47403,1
263285,171093,1
227599,36737,1
701908,162567,1
661026,151165,1
214180,128166,0
651178,108653,1
47860,38870,1
604324,20988,1
186560,302,1
304044,74592,0
114758,138066,1
305699,171093,1
423752,140009,1
168975,8775,0
359430,140610,1
770594,237,1
46669,176458,0
159596,187858,0
20141,170797,1
428507,95800,1
468328,174382,1
294170,130044,0
369985,95505,1
122165,86540,1
609049,166977,1
5481,27959,1
443926,29341,1
296218,113735,0
377797,21707,1
551182,38839,0
108013,17485,1
762134,181857,0
392205,171093,0
270994,92113,0
581208,23642,0
222532,61023,1
566101,35223,1
380300,68462,1
418235,171093,1
336327,118871,0
497898,8195,1
30527,86639,0
334169,56982,1
297220,97917,0
757594,61703,1
520960,128556,0
180634,95701,1
514976,47403,1
177190,133056,0
115981,91692,0
564749,81527,1
610121,90951,1
478534,63553,0
507971,171,1
359165,27959,1
799981,81527,1
110151,47901,0
23158,12931,1
355481,126612,0
718455,143300,0
287117,69175,0
638298,180348,1
647658,84758,1
146120,31383,1
696186,42213,0
277398,177323,1
219930,5076,1
416299,88604,1
408094,69175,0
489294,135207,0
648162,84069,1
732099,150875,1
631688,124703,1
720602,57331,1
668152,3867,0
582476,136835,0
428522,8842,0
22849,144452,0
746720,63105,1
393796,56724,1
250060,171741,1
157236,99144,1
461632,133728,0
202651,84758,1
116852,13770,1
143358,137259,0
705753,14727,0
457565,14979,1
767129,71622,1
487836,23208,1
722508,148048,1
643313,171044,1
196162,8643,1
220165,116562,0
202338,122151,1
161132,142639,1
716750,84758,1
520727,182734,0
325170,170057,1
539822,110614,1
727323,178594,1
394724,53130,1
444077,118399,0
153380,117870,1
328793,86583,0
531656,81569,1
777083,153497,0
462565,92313,0
333839,38250,0
222489,158796,1
675152,99350,0
769452,84758,1
159131,84225,1
60256,135496,1
39656,23415,0
653536,148415,0
544162,168543,1
165107,47023,0
493015,155483,0
289772,136607,1
109381,99898,1
608341,92801,1
103225,101420,0
384349,118575,1
46599,85437,0
665468,38250,1
635415,39611,1
29654,71516,1
655559,85588,0
517344,81667,1
788641,9613,0
620024,94701,1
309493,166143,1
455110,99741,0
97964,42472,1
731033,70355,1
781684,42380,1
432208,9548,0
674537,98471,1
84412,32392,1
190793,7436,1
65908,87938,0
797578,57331,1
264085,140095,1
213730,57124,1
652391,24163,0
475671,24424,1
581309,171093,1
302851,105199,1
113124,66020,1
161239,140617,0
227405,135503,1
503697,28726,0
447543,58369,0
472807,170958,1
178216,69175,1
745279,11409,0
758150,33612,0
231494,84069,0
127729,47547,1
295893,115032,1
347253,53421,1
86110,96054,1
421740,26944,1
228971,51563,0
226776,81527,1
225244,144690,1
50976,19790,1
287806,27959,1
555515,17758,1
141012,131460,1
634225,84758,1
627651,171093,1
718312,172450,0
231408,168813,1
123832,51627,1
73921,152267,1
420284,148109,0
443688,176325,1
448213,103384,0
536976,33101,0
248827,138522,1
199805,84758,1
586036,143936,1
617385,9292,1
711454,155802,0
503248,45542,0
117590,175928,1
50510,27959,1
76957,177296,0
158564,60918,0
641661,35313,1
461848,88604,0
35792,139664,1
331295,62310,0
787794,88127,1
83330,146332,0
59312,55035,0
103158,110816,1
761035,44814,1
626521,5258,1
533307,42331,0
318420,88518,1
22895,87856,1
221636,86583,0
19419,32205,1
165293,92242,1
482798,42472,1
341770,27959,1
330527,34404,1
445320,28531,0
471024,21646,0
352853,165171,1
24363,49786,1
728254,44704,0
333601,171093,1
105921,16722,1
654195,140749,1
480201,176173,1
283997,59446,1
725647,92474,1
106593,31722,0
241912,163139,1
562526,20255,1
245630,90911,1
364590,65083,1
448890,135180,0
98360,26528,1
317560,125491,0
88098,65083,0
580210,111750,1
474604,12857,1
546167,18156,1
332017,169517,1
108066,44194,1
629999,165608,1
100745,160386,1
239372,166082,1
693757,79913,1
598757,130034,1
803893,84695,1
720220,55177,1
43233,27959,1
397398,47962,1
384439,136697,1
354281,103738,1
622540,84758,1
394668,174662,1
13373,45718,0
302685,151263,0
802363,95774,0
271362,56876,1
761062,83582,1
552504,93623,1
614414,129402,0
358197,22229,1
667496,68985,1
734977,152858,0
214193,65283,1
528180,88127,0
692092,52259,1
731436,171734,1
454356,113841,1
448805,30117,0
553953,57077,1
561521,129982,1
40081,120739,1
198541,171093,1
602047,24380,0
433641,33283,0
683373,26521,1
517163,11250,0
816074,93951,1
85716,100361,1
342774,50683,1
624440,173754,1
202632,31210,0
56522,84225,1
2088,120041,1
434846,152474,0
303601,7142,1
551435,5582,0
248257,103231,0
596083,179678,0
743632,93263,1
487940,107345,1
622416,171734,0
432611,57331,1
452826,87972,1
133077,42213,1
514157,8625,1
684977,81644,0
445038,171093,1
362814,17494,1
641041,155039,0
230539,12081,1
554047,101053,1
379191,10087,1
736516,22649,1
308666,42472,1
